1,1,0,0.028611
1,1,1,0.000342
1,1,2,0.000318
1,1,3,0.000345
1,1,4,0.007162
1,1,5,0.000293
1,1,6,0.000293
1,1,7,0.000290
1,1,8,0.000300
1,1,9,0.000323
1,1,10,0.000292
1,1,11,0.000295
1,1,12,0.000288
1,1,13,0.000292
1,1,14,0.000304
1,1,15,0.000317
1,1,16,0.000287
1,1,17,0.000285
1,1,18,0.000281
1,1,19,0.000298
1,1,20,0.000384
1,1,21,0.000295
1,1,22,0.000290
1,1,23,0.000294
1,1,24,0.000294
1,1,25,0.000301
1,1,26,0.000371
1,1,27,0.000311
1,1,28,0.000285
1,1,29,0.000284
1,1,30,0.000290
1,1,31,0.000298
1,1,32,0.000360
1,1,33,0.000297
1,1,34,0.000281
1,1,35,0.000283
1,1,36,0.000285
1,1,37,0.000302
1,1,38,0.000308
1,1,39,0.000281
1,1,40,0.000282
1,1,41,0.000286
1,1,42,0.000287
1,1,43,0.000287
1,1,44,0.000316
1,1,45,0.000290
1,1,46,0.000281
1,1,47,0.000290
1,1,48,0.000286
1,1,49,0.000330
